production-1997-vol2	591	3.0	oovisions	provisions
production-1997-vol2	751	0.1	annoute	announce
production-1997-vol2	751	12.0	setuction	seduction
production-1997-vol2	759	42.1	fumna	fund
production-1997-vol2	760	26.0	vetsily	easily
production-1997-vol2	764	38.0	stluction	struction
production-1997-vol2	769	5.0	setuction	seduction
production-1997-vol2	769	13.0	comsttuction	construction
production-1997-vol2	770	0.0	atcikn	action
production-1997-vol2	775	2.0	opmenl	opment
production-1997-vol2	775	31.0	touls	toils
production-1997-vol2	776	0.0	atel	NONE
production-1997-vol2	783	0.0	stenil	stencil
production-1997-vol2	791	31.0	seyuction	seduction
production-1997-vol2	792	33.1	cceee	NONE
production-1997-vol2	793	1.1	medanos	medanos
production-1997-vol2	795	16.0	gyawings	drawings
production-1997-vol2	796	0.1	pecesl	NONE
production-1997-vol2	797	26.0	ctawings	drawings
production-1997-vol2	799	10.0	setuction	seduction
production-1997-vol2	803	0.1	aatnio	ratio
production-1997-vol2	808	29.0	btam	beam
production-1997-vol2	809	0.0	steih	NONE
production-1997-vol2	816	24.0	sotvices	services
production-1997-vol2	816	38.0	ministtation	ministration
production-1997-vol2	827	0.1	ainoun	adnoun
production-1997-vol2	837	32.1	fpumil	pupil
production-1997-vol2	843	6.0	aefaits	affairs
production-1997-vol2	843	9.0	ctans	clans
production-1997-vol2	844	5.0	ctans	clans
production-1997-vol2	846	10.1	batstow	barstow
production-1997-vol2	846	13.0	ctans	clans
production-1997-vol2	854	0.1	atouil	NONE
production-1997-vol2	858	47.0	vencies	agencies
production-1997-vol2	862	22.0	cinmene	convene
production-1997-vol2	864	0.0	dteim	NONE
production-1997-vol2	864	0.1	atnour	NONE
production-1997-vol2	875	47.0	provriate	appropriate
production-1997-vol2	886	25.0	assemdiy	assembly
production-1997-vol2	889	20.0	jugiciaty	judiciary
production-1997-vol2	891	19.0	sotales	totales
production-1997-vol2	891	25.0	multor	motor
production-1997-vol2	892	26.0	jutics	jutics
production-1997-vol2	908	39.0	qgoe	those
production-1997-vol2	916	4.0	slesf	slesf
production-1997-vol2	916	8.0	slesf	slesf
production-1997-vol2	916	11.4	slesf	slesf
production-1997-vol2	916	15.0	slesf	slesf
production-1997-vol2	916	21.2	sleoc	sleoc
production-1997-vol2	916	31.5	sleoc	sleoc
production-1997-vol2	919	18.0	sictta	sitta
production-1997-vol2	943	34.1	cfip	cfip
production-1997-vol2	986	9.2	repackagers	repackagers
production-1997-vol2	989	6.7	nonbid	nonbid
production-1997-vol2	1013	35.5	cmsp	cmsp
production-1997-vol2	1015	2.4	cmsp	cmsp
production-1997-vol2	1222	47.10	veroun	verdun
production-1997-vol2	1331	5.2	reintegrative	reintegrative
production-1998-vol1	65	20.1	inacase	in a case
production-1998-vol1	103	0.0	lyfare	welfare
production-1998-vol1	114	13.1	coowner	coowner
production-1998-vol1	166	0.0	lvelt	NONE
production-1998-vol1	170	32.0	pomemen	foremen
production-1998-vol1	171	11.0	picmises	premises
production-1998-vol1	171	47.4	xttb	NONE
production-1998-vol1	171	51.5	xtib	NONE
production-1998-vol1	171	57.7	xiib	NONE
production-1998-vol1	172	8.7	xitb	NONE
production-1998-vol1	172	17.8	eect	effect
production-1998-vol1	174	0.2	oectlon	section
production-1998-vol1	174	2.0	aquecuchs	aqueducts
production-1998-vol1	175	0.2	atcie	article
production-1998-vol1	176	55.0	coumy	county
production-1998-vol1	176	56.12	eeetn	NONE
production-1998-vol1	176	56.15	eeeres	NONE
production-1998-vol1	178	23.0	tetms	terms
production-1998-vol1	179	0.2	oectlon	section
production-1998-vol1	180	0.1	oectlon	section
production-1998-vol1	180	2.0	xiib	NONE
production-1998-vol1	180	41.10	mxkiv	NONE
production-1998-vol1	183	0.5	polytechni	polytechnic
production-1998-vol1	184	48.1	tesouices	resources
production-1998-vol1	184	50.0	coumy	county
production-1998-vol1	185	6.7	xwitt	NONE
production-1998-vol1	185	36.11	mariv	NONE
production-1998-vol1	186	0.3	oectlon	section
production-1998-vol1	188	20.0	piopeity	property
production-1998-vol1	189	45.11	eestor	nestor
production-1998-vol1	190	24.1	ptiot	prior
production-1998-vol1	190	33.8	eentee	NONE
production-1998-vol1	190	39.0	ciscovety	discovery
production-1998-vol1	191	17.6	xmuib	NONE
production-1998-vol1	191	39.0	investmemnhs	investments
production-1998-vol1	191	43.11	makiv	NONE
production-1998-vol1	191	53.4	cceee	NONE
production-1998-vol1	192	9.6	eect	effect
production-1998-vol1	192	32.0	xuia	NONE
production-1998-vol1	193	0.1	amuicle	article
production-1998-vol1	195	15.14	eeenen	NONE
production-1998-vol1	195	37.1	sectel	NONE
production-1998-vol1	196	0.2	oectlon	section
production-1998-vol1	196	35.9	eetenn	NONE
production-1998-vol1	197	0.2	atticte	article
production-1998-vol1	197	50.9	eeneee	NONE
production-1998-vol1	198	50.5	miib	NONE
production-1998-vol1	201	0.2	oectlon	section
production-1998-vol1	201	55.0	veolf	self
production-1998-vol1	203	55.0	investmemnis	investments
production-1998-vol1	205	13.12	teense	tense
production-1998-vol1	206	8.0	nompaltisan	nonpartisan
production-1998-vol1	206	31.0	supetiof	superior
production-1998-vol1	214	29.1	oveitige	overtime
production-1998-vol1	216	0.2	oectlon	section
production-1998-vol1	216	8.0	sudventions	subventions
production-1998-vol1	216	25.12	mxkiv	NONE
production-1998-vol1	216	44.10	eeenen	NONE
production-1998-vol1	217	0.2	oectlon	section
production-1998-vol1	218	12.2	tecoid	record
production-1998-vol1	220	14.10	eeenen	NONE
production-1998-vol1	220	41.10	eeenen	NONE
production-1998-vol1	220	47.0	tetms	terms
production-1998-vol1	220	47.1	eect	effect
production-1998-vol1	223	18.9	xtiia	NONE
production-1998-vol1	223	36.11	mxkiv	NONE
production-1998-vol1	223	40.12	mamtv	NONE
production-1998-vol1	225	15.0	insutets	insurers
production-1998-vol1	228	23.0	voms	NONE
production-1998-vol1	229	8.10	ennnes	NONE
production-1998-vol1	231	26.0	tetms	terms
production-1998-vol1	233	0.2	oectlon	section
production-1998-vol1	235	28.0	aquecuchs	aqueducts
production-1998-vol1	235	44.0	citches	ditches
production-1998-vol1	236	11.4	xitta	NONE
production-1998-vol1	236	21.0	cfops	NONE
production-1998-vol1	236	23.0	xuia	NONE
production-1998-vol1	236	46.0	waivets	waivers
production-1998-vol1	238	4.1	waivets	waivers
production-1998-vol1	238	20.9	xiila	NONE
production-1998-vol1	238	28.9	xtia	NONE
production-1998-vol1	238	35.10	etenen	NONE
production-1998-vol1	238	45.1	otst	NONE
production-1998-vol1	242	37.11	torent	torment
production-1998-vol1	243	48.9	mtec	NONE
production-1998-vol1	250	0.3	darnia	california
production-1998-vol1	265	0.0	inumder	number
production-1998-vol1	270	22.0	cuarter	quarter
production-1998-vol1	279	11.5	vahte	value
production-1998-vol1	279	27.10	whteh	which
production-1998-vol1	280	32.7	whteh	which
production-1998-vol1	281	7.5	whteh	which
production-1998-vol1	282	10.0	coowner	coowner
production-1998-vol1	284	14.1	whteh	which
production-1998-vol1	284	14.7	whteh	which
production-1998-vol1	319	45.2	dayof	day of
production-1998-vol1	319	48.2	dayof	day of
production-1998-vol1	323	11.0	pusuic	public
production-1998-vol1	323	11.1	epucarion	education
production-1998-vol1	323	11.2	faciuries	facilities
production-1998-vol1	332	44.0	baililot	ballot
production-1998-vol1	335	32.8	nejedly	nejedly
production-1998-vol1	345	46.8	nonaffected	nonaffected
production-1998-vol1	363	24.0	prefire	prefire
production-1998-vol1	372	30.5	seetton	section
production-1998-vol1	390	3.4	goveinot	governor
production-1998-vol1	390	7.2	eects	effects
production-1998-vol1	390	18.1	kolkey	kolkey
production-1998-vol1	390	25.1	vuksich	vuksich
production-1998-vol1	390	29.1	klehs	klehs
production-1998-vol1	393	22.2	bakersfiel	bakersfield
production-1998-vol1	393	39.5	hemsted	hemsted
production-1998-vol1	393	45.0	yoio	yolo
production-1998-vol1	395	43.7	erringer	erringer
production-1998-vol1	395	52.6	rovane	rovane
production-1998-vol1	397	22.0	havice	havice
production-1998-vol1	397	49.0	ownet	owner
production-1998-vol1	398	27.0	olberg	olberg
production-1998-vol1	400	14.3	strankman	strankman
production-1998-vol1	400	15.3	swaget	swager
production-1998-vol1	400	16.2	dossee	dossee
production-1998-vol1	400	37.1	zerne	zerne
production-1998-vol1	400	51.3	fukut	fukui
production-1998-vol1	401	42.5	clotk	clerk
production-1998-vol1	402	15.3	bedsworth	bedsworth
production-1998-vol1	402	16.2	nowave	nowave
production-1998-vol1	402	19.3	ardaiz	ardaiz
production-1998-vol1	402	41.2	comlonie	colonie
production-1998-vol1	402	52.2	gamnon	gammon
production-1998-vol1	406	3.6	havice	havice
production-1998-vol1	406	26.2	havice	havice
production-1998-vol1	406	39.4	havice	havice
production-1998-vol1	406	59.1	havice	havice
production-1998-vol1	406	72.1	havice	havice
production-1998-vol1	407	33.2	havice	havice
production-1998-vol1	407	70.1	olberg	olberg
production-1998-vol1	408	30.9	havice	havice
production-1998-vol1	408	35.1	olberg	olberg
production-1998-vol1	408	55.0	frsetta	frusetta
production-1998-vol1	408	59.3	olberg	olberg
production-1998-vol1	408	69.6	havice	havice
production-1998-vol1	409	11.8	havice	havice
production-1998-vol1	409	14.1	havice	havice
production-1998-vol1	409	16.2	havice	havice
production-1998-vol1	409	27.6	havice	havice
production-1998-vol1	409	31.5	havice	havice
production-1998-vol1	409	43.4	havice	havice
production-1998-vol1	409	56.4	havice	havice
production-1998-vol1	409	58.3	havice	havice
production-1998-vol1	409	58.7	olberg	olberg
production-1998-vol1	409	70.0	havice	havice
production-1998-vol1	409	71.5	olberg	olberg
production-1998-vol1	410	4.2	havice	havice
production-1998-vol1	410	10.4	havice	havice
production-1998-vol1	410	30.2	havice	havice
production-1998-vol1	410	37.3	havice	havice
production-1998-vol1	410	51.1	havice	havice
production-1998-vol1	410	72.3	havice	havice
production-1998-vol1	411	17.5	olberg	olberg
production-1998-vol1	411	37.0	havice	havice
production-1998-vol1	411	45.3	olberg	olberg
production-1998-vol1	411	45.7	havice	havice
production-1998-vol1	411	50.5	havice	havice
production-1998-vol1	411	51.1	olberg	olberg
production-1998-vol1	411	56.3	havice	havice
production-1998-vol1	411	62.8	havice	havice
production-1998-vol1	412	3.8	olberg	olberg
production-1998-vol1	412	12.2	havice	havice
production-1998-vol1	412	16.4	olberg	olberg
production-1998-vol1	412	29.2	havice	havice
production-1998-vol1	413	15.4	olberg	olberg
production-1998-vol1	413	22.0	havice	havice
production-1998-vol1	413	31.1	havice	havice
production-1998-vol1	413	53.3	olberg	olberg
production-1998-vol1	413	56.0	havice	havice
production-1998-vol1	413	63.4	olberg	olberg
production-1998-vol1	414	5.0	havice	havice
production-1998-vol1	414	36.6	havice	havice
production-1998-vol1	414	48.1	havice	havice
production-1998-vol1	415	3.0	havice	havice
production-1998-vol1	415	16.7	olberg	olberg
production-1998-vol1	415	48.4	havice	havice
production-1998-vol1	415	61.1	havice	havice
production-1998-vol1	415	75.5	havice	havice
production-1998-vol1	416	47.2	havice	havice
production-1998-vol1	417	60.5	havice	havice
production-1998-vol1	417	75.0	havice	havice
production-1998-vol1	418	43.7	havice	havice
production-1998-vol1	418	59.0	havice	havice
production-1998-vol1	418	59.9	olberg	olberg
production-1998-vol1	418	61.0	havice	havice
production-1998-vol1	418	74.7	olberg	olberg
production-1998-vol1	418	79.0	alguist	alquist
production-1998-vol1	419	36.5	olberg	olberg
production-1998-vol1	419	56.3	havice	havice
production-1998-vol1	420	8.3	havice	havice
production-1998-vol1	420	12.6	havice	havice
production-1998-vol1	420	44.1	havice	havice
production-1998-vol1	420	46.1	olberg	olberg
production-1998-vol1	422	9.5	havice	havice
production-1998-vol1	422	10.1	havice	havice
production-1998-vol1	422	14.7	olberg	olberg
production-1998-vol1	422	19.3	havice	havice
production-1998-vol1	422	28.6	havice	havice
production-1998-vol1	422	33.8	olberg	olberg
production-1998-vol1	422	34.2	havice	havice
production-1998-vol1	422	38.0	olberg	olberg
production-1998-vol1	422	53.1	havice	havice
production-1998-vol1	422	58.1	olberg	olberg
production-1998-vol1	422	58.5	havice	havice
production-1998-vol1	422	62.6	olberg	olberg
production-1998-vol1	423	5.7	havice	havice
production-1998-vol1	423	9.0	havice	havice
production-1998-vol1	423	9.5	olberg	olberg
production-1998-vol1	423	14.1	olberg	olberg
production-1998-vol1	423	20.5	havice	havice
production-1998-vol1	423	32.1	havice	havice
production-1998-vol1	423	40.5	havice	havice
production-1998-vol1	423	53.1	havice	havice
production-1998-vol1	423	64.2	olberg	olberg
production-1998-vol1	423	65.5	havice	havice
production-1998-vol1	423	68.6	olberg	olberg
production-1998-vol1	423	77.5	olberg	olberg
production-1998-vol1	424	14.1	havice	havice
production-1998-vol1	424	14.6	havice	havice
production-1998-vol1	424	19.2	olberg	olberg
production-1998-vol1	424	38.6	olberg	olberg
production-1998-vol1	424	42.2	havice	havice
production-1998-vol1	424	47.0	olberg	olberg
production-1998-vol1	424	48.5	havice	havice
production-1998-vol1	424	60.3	havice	havice
production-1998-vol1	424	66.0	olberg	olberg
production-1998-vol1	424	73.5	havice	havice
production-1998-vol1	424	76.7	olberg	olberg
production-1998-vol1	425	14.6	havice	havice
production-1998-vol1	425	18.5	olberg	olberg
production-1998-vol1	425	27.1	havice	havice
production-1998-vol1	425	31.1	olberg	olberg
production-1998-vol1	425	37.6	havice	havice
production-1998-vol1	425	42.6	olberg	olberg
production-1998-vol1	425	44.3	havice	havice
production-1998-vol1	425	50.0	olberg	olberg
production-1998-vol1	425	57.3	havice	havice
production-1998-vol1	425	57.8	havice	havice
production-1998-vol1	425	62.5	olberg	olberg
production-1998-vol1	425	70.0	olberg	olberg
production-1998-vol1	425	70.6	havice	havice
production-1998-vol1	426	11.3	havice	havice
production-1998-vol1	426	15.3	olberg	olberg
production-1998-vol1	426	28.2	havice	havice
production-1998-vol1	426	29.8	havice	havice
production-1998-vol1	426	33.2	olberg	olberg
production-1998-vol1	426	34.4	olberg	olberg
production-1998-vol1	426	45.3	havice	havice
production-1998-vol1	426	47.4	olberg	olberg
production-1998-vol1	426	61.2	havice	havice
production-1998-vol1	426	62.7	havice	havice
production-1998-vol1	426	66.2	olberg	olberg
production-1998-vol1	426	66.7	olberg	olberg
production-1998-vol1	427	4.0	havice	havice
production-1998-vol1	427	12.5	havice	havice
production-1998-vol1	427	16.2	olberg	olberg
production-1998-vol1	427	18.4	havice	havice
production-1998-vol1	427	23.5	havice	havice
production-1998-vol1	427	43.7	havice	havice
production-1998-vol1	427	46.3	havice	havice
production-1998-vol1	427	52.4	olberg	olberg
production-1998-vol1	427	62.2	havice	havice
production-1998-vol1	427	66.0	olberg	olberg
production-1998-vol1	427	74.5	havice	havice
production-1998-vol1	428	4.1	olberg	olberg
production-1998-vol1	428	10.2	havice	havice
production-1998-vol1	428	26.5	havice	havice
production-1998-vol1	428	30.7	olberg	olberg
production-1998-vol1	428	36.0	havice	havice
production-1998-vol1	428	62.3	havice	havice
production-1998-vol1	428	67.2	olberg	olberg
production-1998-vol1	428	73.6	havice	havice
production-1998-vol1	429	19.2	havice	havice
production-1998-vol1	429	24.6	olberg	olberg
production-1998-vol1	429	28.5	havice	havice
production-1998-vol1	429	47.7	olberg	olberg
production-1998-vol1	429	55.4	olberg	olberg
production-1998-vol1	476	23.5	lambra	lambra
production-1998-vol1	476	27.8	lambra	lambra
production-1998-vol1	476	32.1	lambra	lambra
production-1998-vol1	476	36.3	lambra	lambra
production-1998-vol1	476	46.9	lambra	lambra
production-1998-vol1	477	19.9	lambra	lambra
production-1998-vol1	477	23.7	lambra	lambra
production-1998-vol1	477	29.10	lambra	lambra
production-1998-vol1	477	32.8	lambra	lambra
production-1998-vol1	477	39.0	lambra	lambra
production-1998-vol1	477	41.1	lambra	lambra
production-1998-vol1	503	47.0	inonverative	inoperative
production-1998-vol1	505	40.5	lambra	lambra
production-1998-vol1	505	45.8	lambra	lambra
production-1998-vol1	506	9.1	lambra	lambra
production-1998-vol1	506	13.3	lambra	lambra
production-1998-vol1	506	23.9	lambra	lambra
production-1998-vol1	506	44.9	lambra	lambra
production-1998-vol1	507	0.6	lambra	lambra
production-1998-vol1	507	6.10	lambra	lambra
production-1998-vol1	507	9.8	lambra	lambra
production-1998-vol1	507	16.0	lambra	lambra
production-1998-vol1	507	18.1	lambra	lambra
production-1998-vol1	647	0.7	intercommunications	intercommunications
production-1998-vol1	670	28.3	hicap	hicap
production-1998-vol1	670	29.10	hicap	hicap
production-1998-vol1	670	30.10	hicap	hicap
production-1998-vol1	670	31.7	hicap	hicap
production-1998-vol1	670	33.9	hicap	hicap
production-1998-vol1	681	13.0	lambra	lambra
production-1998-vol1	681	17.2	lambra	lambra
production-1998-vol1	681	27.9	lambra	lambra
production-1998-vol1	682	1.5	lambra	lambra
production-1998-vol1	682	29.4	lambra	lambra
production-1998-vol1	682	36.7	lambra	lambra
production-1998-vol1	683	22.0	lambra	lambra
production-1998-vol1	684	2.0	lambra	lambra
production-1998-vol1	684	9.7	lambra	lambra
production-1998-vol1	684	13.2	lambra	lambra
production-1998-vol1	684	28.4	lambra	lambra
production-1998-vol1	684	38.9	lambra	lambra
production-1998-vol1	685	17.7	lambra	lambra
production-1998-vol1	685	19.6	lambra	lambra
production-1998-vol1	685	21.7	lambra	lambra
production-1998-vol1	687	9.4	lambra	lambra
production-1998-vol1	687	16.7	lambra	lambra
production-1998-vol1	689	22.11	splitups	splitups
production-1998-vol1	696	36.7	nejedly	nejedly
production-1998-vol1	700	9.4	lambra	lambra
production-1998-vol1	700	41.0	lambra	lambra
production-1998-vol1	700	45.2	lambra	lambra
production-1998-vol1	701	7.9	lambra	lambra
production-1998-vol1	701	28.6	lambra	lambra
production-1998-vol1	701	36.9	lambra	lambra
production-1998-vol1	701	39.2	lambra	lambra
production-1998-vol1	706	26.2	splitups	splitups
production-1998-vol1	710	16.7	nejedly	nejedly
production-1998-vol1	787	14.6	nonfinal	nonfinal
production-1998-vol1	787	32.6	nonfinal	nonfinal
production-1998-vol1	788	4.6	nonfinal	nonfinal
production-1998-vol1	788	25.1	nonfinal	nonfinal
production-1998-vol1	788	44.6	nonfinal	nonfinal
production-1998-vol1	808	47.0	eroun	eroun
production-1998-vol1	938	0.0	stireme	supreme
production-1998-vol1	938	2.3	nenees	NONE
production-1998-vol1	991	8.0	sictta	sitta
production-1998-vol1	1012	47.0	immoralitv	immorality
production-1998-vol1	1037	0.0	stireme	supreme
production-1998-vol1	1048	37.0	nonhearing	nonhearing
production-1998-vol1	1115	0.2	mdividual	individual
production-1998-vol1	1145	37.0	bacterioloov	bacteriology
production-1998-vol1	1298	33.0	sictta	sitta
production-1998-vol1	1300	19.0	sictta	sitta
production-1998-vol1	1307	14.0	sictta	sitta
production-1998-vol1	1310	27.0	veemtura	ventura
production-1998-vol1	1329	47.3	avcine	vaccine
production-1998-vol1	1366	10.0	dayofo	layoff
production-1998-vol1	1389	47.0	undersoine	undergoing
production-1998-vol1	1408	41.2	cilets	cilets
production-1998-vol1	1459	35.0	zdto	dto
production-1998-vol1	1460	27.2	submeters	submeters
production-1998-vol1	1497	14.4	romoland	romoland
production-1998-vol1	1498	43.0	careoivers	caregivers
production-1998-vol1	1511	41.0	jbsis	jbsis
production-1998-vol1	1587	18.0	cobey	cobey
production-1998-vol1	1588	46.6	nonsecure	nonsecure
production-1998-vol1	1589	15.0	cobey	cobey
production-1998-vol1	1640	38.0	naiio	naiio
production-1998-vol1	1651	43.0	naiio	naiio
production-1998-vol1	1716	19.5	paladium	palladium
production-1998-vol1	1724	24.5	thiosulfite	thiosulfate
production-1998-vol1	1726	42.8	microetch	microetch
production-1998-vol1	1727	41.0	demulsification	demulsification
production-1998-vol1	1818	28.2	repackagers	repackagers
production-1998-vol1	1821	23.7	nonbid	nonbid
production-1998-vol1	1966	38.1	miultidisciplinary	multidisciplinary
production-1993-vol1	11	21.0	existat	existant
production-1993-vol1	94	35.1	ifstate	instate
production-1993-vol1	104	26.1	coowner	coowner
production-1993-vol1	107	42.0	provriations	appropriations
production-1993-vol1	149	6.5	eeccee	NONE
production-1993-vol1	149	49.0	temova	removal
production-1993-vol1	150	2.6	ereeett	NONE
production-1993-vol1	150	32.4	xhib	NONE
production-1993-vol1	150	38.6	xhib	NONE
production-1993-vol1	150	54.4	mueb	NONE
production-1993-vol1	150	57.0	toluit	NONE
production-1993-vol1	151	52.0	toesidency	residency
production-1993-vol1	151	53.0	lotins	loins
production-1993-vol1	151	53.4	reeren	NONE
production-1993-vol1	151	54.0	vacadicy	vacancy
production-1993-vol1	151	61.14	teneee	NONE
production-1993-vol1	152	21.0	spochal	epochal
production-1993-vol1	152	43.11	cererne	serene
production-1993-vol1	152	44.9	eteere	there
production-1993-vol1	153	28.11	eeenet	event
production-1993-vol1	153	33.10	ttene	NONE
production-1993-vol1	153	54.11	ennene	NONE
production-1993-vol1	154	27.9	vennnee	vendee
production-1993-vol1	154	30.5	ceecec	NONE
production-1993-vol1	155	0.8	enerer	NONE
production-1993-vol1	155	5.7	ercen	NONE
production-1993-vol1	155	23.9	renererer	renderer
production-1993-vol1	155	48.8	ereree	NONE
production-1993-vol1	155	50.5	secees	secedes
production-1993-vol1	155	53.8	ereneree	referee
production-1993-vol1	156	19.7	rerecs	NONE
production-1993-vol1	156	56.6	eccee	emcee
production-1993-vol1	157	11.10	reneeres	rendered
production-1993-vol1	157	14.1	cceecee	NONE
production-1993-vol1	157	37.7	eneet	NONE
production-1993-vol1	157	40.15	nnns	NONE
production-1993-vol1	158	17.7	enevene	eleven
production-1993-vol1	158	22.6	eect	effect
production-1993-vol1	158	51.7	xiha	NONE
production-1993-vol1	159	57.9	reneners	renegers
production-1993-vol1	160	11.5	eenere	NONE
production-1993-vol1	160	19.9	enenare	ensnare
production-1993-vol1	160	29.8	teense	tense
production-1993-vol1	160	40.9	tetera	cetera
production-1993-vol1	161	37.6	eenees	NONE
production-1993-vol1	161	62.6	mwiti	NONE
production-1993-vol1	161	63.14	renenes	reneges
production-1993-vol1	162	5.6	kwiit	writ
production-1993-vol1	163	20.9	nererer	nearer
production-1993-vol1	164	36.7	kamiv	NONE
production-1993-vol1	164	55.10	renesers	renegers
production-1993-vol1	164	62.6	xitia	NONE
production-1993-vol1	165	0.0	pubac	NONE
production-1993-vol1	165	0.1	umnes	NONE
production-1993-vol1	165	10.1	ochons	NONE
production-1993-vol1	166	0.12	reeere	revere
production-1993-vol1	166	5.4	cccse	NONE
production-1993-vol1	166	23.4	ecesee	NONE
production-1993-vol1	166	31.3	reeset	reset
production-1993-vol1	166	48.1	ptiot	prior
production-1993-vol1	167	37.4	siib	NONE
production-1993-vol1	167	51.5	mkkiv	NONE
production-1993-vol1	167	53.16	eeteey	esteem
production-1993-vol1	167	55.7	eteenae	teenage
production-1993-vol1	168	1.3	cceee	NONE
production-1993-vol1	168	12.15	ttagens	stages
production-1993-vol1	168	48.8	xuoia	NONE
production-1993-vol1	169	6.10	reeneees	reenters
production-1993-vol1	169	14.4	cceee	NONE
production-1993-vol1	169	59.7	rnenes	NONE
production-1993-vol1	170	4.7	xiha	NONE
production-1993-vol1	170	8.5	xhib	NONE
production-1993-vol1	170	10.4	cceree	NONE
production-1993-vol1	170	62.2	sccceee	succeed
production-1993-vol1	170	62.9	benerete	generate
production-1993-vol1	171	8.1	sectee	settee
production-1993-vol1	171	19.5	ceraee	cerate
production-1993-vol1	172	40.0	ertess	excess
production-1993-vol1	172	56.0	tockfish	rockfish
production-1993-vol1	173	29.10	eetaee	estate
production-1993-vol1	174	28.5	xiib	NONE
production-1993-vol1	175	21.7	escee	NONE
production-1993-vol1	175	39.5	eesecce	essence
production-1993-vol1	175	42.14	nererees	referees
production-1993-vol1	176	18.4	cceee	NONE
production-1993-vol1	176	25.9	rerage	average
production-1993-vol1	177	13.7	xvef	NONE
production-1993-vol1	177	18.14	enenes	NONE
production-1993-vol1	177	23.7	rennas	rennes
production-1993-vol1	177	33.3	mwih	NONE
production-1993-vol1	177	38.0	cnchions	cushions
production-1993-vol1	177	45.5	renaes	NONE
production-1993-vol1	178	0.0	toddying	toadying
production-1993-vol1	178	26.9	nennr	NONE
production-1993-vol1	179	22.0	wecal	NONE
production-1993-vol1	179	46.0	tempotaty	temporary
production-1993-vol1	180	8.3	seceee	secede
production-1993-vol1	180	27.14	rnanes	NONE
production-1993-vol1	180	31.9	ennent	NONE
production-1993-vol1	180	33.0	supetion	superior
production-1993-vol1	180	37.7	rerees	NONE
production-1993-vol1	180	42.7	eenene	NONE
production-1993-vol1	181	38.4	ccecee	NONE
production-1993-vol1	181	39.11	bnanee	nance
production-1993-vol1	183	23.7	rererenee	reference
production-1993-vol1	183	43.2	cceee	NONE
production-1993-vol1	184	11.4	sccce	NONE
production-1993-vol1	184	32.4	eect	effect
production-1993-vol1	185	0.0	renrement	retirement
production-1993-vol1	185	1.0	anowance	allowance
production-1993-vol1	185	5.3	cutily	NONE
production-1993-vol1	185	20.5	eecce	NONE
production-1993-vol1	185	28.6	cesee	NONE
production-1993-vol1	185	39.8	reneees	reneges
production-1993-vol1	187	43.1	ovettige	overtime
production-1993-vol1	187	49.1	ovettige	overtime
production-1993-vol1	187	52.5	sviie	NONE
production-1993-vol1	187	55.2	memdet	member
production-1993-vol1	187	60.0	laxalion	laxation
production-1993-vol1	188	3.1	ovettiae	overtime
