production-1991-vol2	1029	48.0	orrrn	<<orrrn>>	orran|orren|orrin|orrr|orrrr
production-1991-vol2	1291	39.2	milias	the meyers <<milias>> brown act with respect to court employees	ilias|lilias|milas|milia|milian|milis
production-1991-vol2	1303	39.0	cocomposting	<<cocomposting>> land application incineration ocean disposal and	composting
production-1991-vol2	1315	4.1	nonsecure	temporary <<nonsecure>> custody within such a facility the peace	insecure
production-1991-vol2	1325	0.0	sudqivision	<<sudqivision>>	subdivision
production-1991-vol2	1328	34.1	repiping	the <<repiping>> redesign or use of reclaimed water by	repining|repping
production-1991-vol2	1343	43.0	oges	<<oges>>	ages|doges|ges|goes|iges|loges
production-1991-vol2	1409	0.0	repeaicd	<<repeaicd>>	repealed
production-1991-vol2	1417	0.0	anisurance	<<anisurance>> rund	insurance
production-1991-vol2	1420	2.1	subbids	for <<subbids>> clearly specifies the amount and requirements of	subbias|subbies
production-1991-vol2	1420	7.2	subbids	request for <<subbids>>	subbias|subbies
production-1991-vol2	1420	10.2	subbids	request for <<subbids>> shall preclude the prime contractor from	subbias|subbies
production-1991-vol2	1434	6.0	tlemeents	<<tlemeents>> ceeecesseseereeseteeereesseeee	elements
production-1991-vol2	1474	0.1	porung	te <<porung>>	poring
production-1991-vol2	1514	15.0	ifany	<<ifany>> vendor or wholesaler liable for any amount	fany|ifan|ifans|imany|ivany|ofany
production-1991-vol2	1584	24.1	adhma	nih <<adhma>> policy concerning inclusion of women in study	adama|adema|adha|adham|adma
production-1991-vol2	1584	38.1	adhma	nih <<adhma>> policy concerning inclusion of women in study	adama|adema|adha|adham|adma
production-1991-vol2	1610	32.0	electrometalurgical	<<electrometalurgical>> products	electrometallurgical
production-1991-vol2	1668	0.1	cnaree	criminal <<cnaree>>	caree
production-1991-vol2	1676	47.7	rmpp	substantially identical may prepare a single generic <<rmpp>>	mpp|rapp|repp|ripp|rmbp|rmnp
production-1991-vol2	1718	43.0	enforceably	<<enforceably>> restricted as open space land during the	enforceable
production-1991-vol2	1743	42.1	ifless	b <<ifless>> than a majority of the votes cast	illess
production-1991-vol2	1786	10.5	pumpout	facilities parking refuse disposal vessel <<pumpout>> facilities as	purport
production-1991-vol2	1787	28.2	pumpout	a vessel <<pumpout>> facilities for the transfer and disposal of	purport
production-1991-vol2	1787	34.3	pumpout	b every vessel <<pumpout>> facility shall have a notice posted on	purport
production-1991-vol2	1787	46.6	pumpout	construction operation and maintenance of vessel <<pumpout>>	purport
production-1991-vol2	1787	47.0	poogrn	<<poogrn>>	poor
production-1991-vol2	1793	0.0	pparagrapn	<<pparagrapn>>	paragraph
production-1991-vol2	1850	18.0	bronzan	<<bronzan>> mccorquodale program the prevention of serious mental	bronzen
production-1991-vol2	1859	5.4	coowner	e transfers from one <<coowner>> to one or more owners	cooner|crowner
production-1991-vol2	1863	47.0	jossan	<<jossan>>	gossan|jossa|ossan
production-1991-vol2	1891	48.0	jobred	<<jobred>>	jobbed
production-1991-vol2	1955	1.1	trusteed	holding <<trusteed>> assets of the alien insurer showing the	trusted|trustee|trustees
production-1991-vol2	1964	32.5	storers	located present or past generators <<storers>> treaters transporters	scorers|snorers|starers|stokers|stoners|storer
production-1991-vol2	1967	5.5	storers	located present or past generators <<storers>> treaters transporters	scorers|snorers|starers|stokers|stoners|storer
production-1991-vol2	1971	10.5	storers	located present or past generators <<storers>> treaters transporters	scorers|snorers|starers|stokers|stoners|storer
production-1991-vol2	1973	38.5	storers	located present or past generators <<storers>> treaters transporters	scorers|snorers|starers|stokers|stoners|storer
production-1991-vol2	2042	43.9	marmage	to act as your agent if your <<marmage>> s dissolved	farmage|mariage|marrage
production-1991-vol2	2045	18.4	facihty	in a skilled nursing <<facihty>> a health care facility that provides the	faciity
production-1991-vol2	2105	0.0	vournsel	<<vournsel>>	counsel
production-1991-vol2	2105	18.2	lamc	court administrator <<lamc>> performance based pay plan	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2105	20.0	lamc	<<lamc>> plan	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2105	23.1	lamc	service <<lamc>>	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2105	25.1	lamc	operations <<lamc>> plan	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2105	27.0	lamc	<<lamc>> plan	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2105	29.1	lamc	ncs <<lamc>> plan	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2105	39.1	lamc	ncs <<lamc>>	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2105	43.2	lamc	manager ncs <<lamc>> plan	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2106	5.0	lamc	<<lamc>>	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2106	10.2	lamc	court manager <<lamc>> ncs performance based pay plan	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2108	33.1	lamc	judge <<lamc>>	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2108	40.0	lamc	<<lamc>>	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2110	3.1	lamc	ncs <<lamc>>	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2114	38.5	lamc	assistant capital projects manager ncs <<lamc>>	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2114	42.0	scaych	<<scaych>> ceccsssesescscsvssseevsvseversessssssseneevacseseeesseepsesensys nw	scatch
production-1991-vol2	2114	44.3	lamc	assistant court administrator <<lamc>> n r	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2115	5.4	lamc	assistant division chief operations <<lamc>>	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2115	32.2	lamc	court manager <<lamc>> ncs ee eesereeeneeeeees n r	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2116	4.4	lamc	deputy clerk supervisor ncs <<lamc>> c	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2116	6.2	lamc	financial services <<lamc>> c cscssceseerseeens n r	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2116	7.4	lamc	deputy court administrator operations <<lamc>> n r é	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2116	15.3	lamc	division chief operations <<lamc>> c n r	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2116	16.4	lamc	division chief operations ncs <<lamc>> n rii	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2117	4.4	lamc	managing court reporter ncs <<lamc>> n r	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2117	35.4	lamc	secretary to presiding judge <<lamc>> n d	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2117	42.4	lamc	senior court manager ncs <<lamc>> cee n r	aamc|amc|kamc|lac|lacc|lacm
production-1991-vol2	2139	1.3	ssseessee	manager court divisions <<ssseessee>>	assessee
production-1991-vol2	2139	2.3	ssesseee	program administrator ii <<ssesseee>>	assessee
production-1993-vol4	8	17.0	shobi	<<shobi>> due any air gauge knife any writing	chobi|dhobi|hobi|shabi|shoba|shobe
production-1993-vol4	13	4.6	shobi	as used in this section a <<shobi>> due means a staff crutch	chobi|dhobi|hobi|shabi|shoba|shobe
production-1993-vol4	14	28.2	shobi	sword any <<shobi>> due any air gauge knife any writing	chobi|dhobi|hobi|shabi|shoba|shobe
production-1993-vol4	19	5.6	shobi	as used in this section a <<shobi>> due means a staff crutch	chobi|dhobi|hobi|shabi|shoba|shobe
production-1993-vol4	52	42.0	onred	<<onred>>	conred|oared|onced|oned|ored|unred
production-1993-vol4	53	45.0	onrsan	<<onrsan>>	organ
production-1993-vol4	103	0.0	agercgate	<<agercgate>>	aggregate
production-1993-vol4	112	0.0	sudaivision	<<sudaivision>>	subdivision
production-1993-vol4	154	0.0	voung	<<voung>> rights	doung|joung|loung|moung|oung|toung
production-1993-vol4	156	45.6	udag	development s urban development action grant <<udag>>	dag|idag|uag|uda|udah|udai
production-1993-vol4	223	0.3	mmancing	state or private <<mmancing>> programs	meaning
production-1993-vol4	247	40.1	enforceably	parcel <<enforceably>> restricted as open space land during the	enforceable
production-1993-vol4	248	0.0	conservaunion	<<conservaunion>> casement	conservation
production-1993-vol4	254	6.10	phasein	in its discretion order a two step <<phasein>> of the	phaselin
production-1993-vol4	254	9.4	phasein	the period of the <<phasein>> is carefully limited to the time	phaselin
production-1993-vol4	254	19.9	phasein	the court grants a request for a <<phasein>> pursuant	phaselin
production-1993-vol4	254	25.3	phasein	by the temporary <<phasein>> of the full formula amount of support	phaselin
production-1993-vol4	254	27.1	phasein	each <<phasein>> and the date that the obligor must	phaselin
production-1993-vol4	254	31.8	phasein	in the event the court orders a <<phasein>> pursuant to this	phaselin
production-1993-vol4	254	33.2	phasein	violated the <<phasein>> schedule or has intentionally lowered the	phaselin
production-1993-vol4	254	34.10	phasein	the payment of child support during the <<phasein>>	phaselin
production-1993-vol4	254	37.9	phasein	that would have been due without the <<phasein>> and the	phaselin
production-1993-vol4	254	38.6	phasein	amount of support due with the <<phasein>> in addition to any other	phaselin
production-1993-vol4	255	2.4	phasein	the period of the <<phasein>> is carefully limited to the time	phaselin
production-1993-vol4	255	12.9	phasein	the court grants a request for a <<phasein>> pursuant	phaselin
production-1993-vol4	255	18.3	phasein	by the temporary <<phasein>> of the full formula amount of support	phaselin
production-1993-vol4	255	20.1	phasein	each <<phasein>> and the date that the obligor must	phaselin
production-1993-vol4	255	24.8	phasein	in the event the court orders a <<phasein>> pursuant to this	phaselin
production-1993-vol4	255	26.2	phasein	violated the <<phasein>> schedule or has intentionally lowered the	phaselin
production-1993-vol4	255	27.10	phasein	the payment of child support during the <<phasein>>	phaselin
production-1993-vol4	255	30.9	phasein	that would have been due without the <<phasein>> and the	phaselin
production-1993-vol4	255	31.6	phasein	amount of support due with the <<phasein>> in addition to any other	phaselin
production-1993-vol4	270	16.5	serrf	city of long beach for <<serrf>> plant performance improvements	serf|serif|serr|serra|serre|serri
production-1993-vol4	289	4.7	nonbid	necessary therefore contracts entered into on a <<nonbid>> basis shall	forbid|nonaid
production-1993-vol4	291	40.7	nonbid	necessary therefore contracts entered into on a <<nonbid>> basis shall	forbid|nonaid
production-1993-vol4	294	15.7	nonbid	necessary therefore contracts entered into on a <<nonbid>> basis shall	forbid|nonaid
production-1993-vol4	297	3.7	nonbid	necessary therefore contracts entered into on a <<nonbid>> basis shall	forbid|nonaid
production-1993-vol4	319	48.0	ittad	<<ittad>>	itad|itta|ittai
production-1993-vol4	384	0.0	gaivided	<<gaivided>> zomcs	divided
production-1993-vol4	384	0.1	zomcs	gaivided <<zomcs>>	omcs
production-1993-vol4	399	37.1	escent	lopmenl <<escent>>	ascent|bescent|descent|escena|essent|scent
production-1993-vol4	474	35.0	nontangent	<<nontangent>> curve concave to the northwest and having	contingent
production-1993-vol4	474	39.0	nontangent	<<nontangent>> to said curve south east feet thence	contingent
production-1993-vol4	477	12.0	nontangent	<<nontangent>> curve concave to the northwest with a	contingent
production-1993-vol4	496	45.0	oated	<<oated>>	ated|bated|boated|cated|coated|dated
production-1993-vol4	532	48.0	dorabd	<<dorabd>>	dorab|dorad|dorand
production-1993-vol4	554	0.0	msurer	<<msurer>>	maurer|meurer|murer|surer|usurer
production-1993-vol4	603	21.0	lambra	<<lambra>> means a local agency military base recovery	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	603	25.5	lambra	trade or business within a <<lambra>> and for the first two taxable	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	603	36.0	lambra	<<lambra>> business operation the number of employees for	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	603	38.0	lambra	<<lambra>> shall be zero if the taxpayer has	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	604	8.6	lambra	following for exclusive use in a <<lambra>>	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	604	35.8	lambra	business activities of the taxpayer within a <<lambra>> as if that	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	604	39.0	lambra	<<lambra>> designation has expired the lambra shall be	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	604	44.6	lambra	income shall be apportioned to a <<lambra>> by multiplying	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	605	26.0	lambra	<<lambra>> the credit shall be equal to the	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	606	4.0	lambra	<<lambra>> means a local agency military base recovery	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	606	11.8	lambra	s trade or business located in a <<lambra>>	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	606	15.2	lambra	as a <<lambra>> in which the individual s services were	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	606	29.7	lambra	conducts a trade or business within a <<lambra>> and for the first two	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	606	40.0	lambra	<<lambra>> business operation the number of employees for	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	606	42.0	lambra	<<lambra>> shall be zero if the taxpayer has	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	607	16.8	lambra	s trade or business located in a <<lambra>>	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	607	18.7	lambra	taxpayer during the taxable year in a <<lambra>>	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	607	20.7	lambra	in which services were performed as a <<lambra>>	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	607	47.0	dotrrd	<<dotrrd>>	dotard
production-1993-vol4	609	5.7	lambra	business activities of the taxpayer within a <<lambra>> as if that	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	609	15.6	lambra	income shall be apportioned to a <<lambra>> by multiplying	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	610	6.5	lambra	or business conducted within a <<lambra>>	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	610	38.0	lambra	<<lambra>> means a local agency military base recovery	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	610	42.5	lambra	trade or business within a <<lambra>> and for the first two taxable	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	611	4.0	lambra	<<lambra>> business operation the number of employees for	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	611	6.0	lambra	<<lambra>> shall be zero if the taxpayer has	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	611	24.6	lambra	year of the designation of a <<lambra>> and each taxable year	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	611	33.9	lambra	a trade or business conducted within a <<lambra>>	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	611	36.2	lambra	within a <<lambra>> at any time before the close of	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	614	26.5	lambra	trade or business within a <<lambra>>	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	614	30.8	lambra	a trade or business is designated a <<lambra>> shall be a net	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	614	32.10	lambra	or revocation of the designation of a <<lambra>>	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	614	36.1	lambra	a <<lambra>> means a local agency military base recovery	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	614	40.5	lambra	trade or business within a <<lambra>> and for the first two taxable	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	615	2.9	lambra	doing business in this state with their <<lambra>>	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	615	24.1	lambra	a <<lambra>> the attributable loss shall be determined in	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	615	28.5	lambra	shall be apportioned to a <<lambra>> by multiplying total joss from the	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	615	34.2	lambra	within a <<lambra>> determined in accordance with the provisions of	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	615	39.0	lambra	<<lambra>> by multiplying total income from the business	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	615	45.0	lambra	<<lambra>> shall be deemed to remain in existence	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	616	25.0	lambra	<<lambra>> means a local agency military base recovery	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	616	29.4	lambra	or business within a <<lambra>> and for the first two income years	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	616	40.0	lambra	<<lambra>> business operation the number of employees for	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	616	42.0	lambra	<<lambra>> shall be zero if the taxpayer has	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	617	11.6	lambra	following for exclusive use in a <<lambra>>	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	617	38.9	lambra	business activities of the taxpayer within a <<lambra>> as	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	617	47.6	lambra	income shall be apportioned to a <<lambra>> by multiplying	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	618	28.0	lambra	<<lambra>> the credit shall be equal to the	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	619	3.3	lambra	employment within a <<lambra>>	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	619	8.0	lambra	<<lambra>> means a local agency military base recovery	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	619	15.8	lambra	s trade or business located in a <<lambra>>	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	619	19.2	lambra	as a <<lambra>> in which such individual s services were	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	619	33.7	lambra	conducts a trade or business within a <<lambra>> and for the first two	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	619	45.0	lambra	<<lambra>> business operation the number of employees for	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	619	47.0	lambra	<<lambra>> shall be zero if the taxpayer has	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	620	20.8	lambra	s trade or business located in a <<lambra>>	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	620	22.7	lambra	taxpayer during the income year in a <<lambra>>	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	620	24.7	lambra	in which services were performed as a <<lambra>>	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	622	18.5	lambra	of the taxpayer within a <<lambra>> as if that attributed income	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	622	27.6	lambra	income shall be apportioned to a <<lambra>> by multiplying	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	623	15.5	lambra	or business conducted within a <<lambra>>	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	624	9.0	lambra	<<lambra>> means a local agency military base recovery	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	624	13.4	lambra	or business within a <<lambra>> and for the first two income years	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	624	24.0	lambra	<<lambra>> business operation the number of employees for	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	624	26.0	lambra	<<lambra>> shall be zero if the taxpayer has	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	625	8.9	lambra	a trade or business conducted within a <<lambra>>	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	625	11.2	lambra	within a <<lambra>> at any time before the close of	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	626	48.0	doratio	<<doratio>>	donatio|horatio|oratio
production-1993-vol4	628	13.5	lambra	trade or business within a <<lambra>>	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	628	18.8	lambra	a trade or business is designated a <<lambra>> shall be a net	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	628	20.10	lambra	or revocation of the designation of a <<lambra>>	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	628	30.1	lambra	a <<lambra>> means a local agency military base recovery	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	628	34.5	lambra	trade or business within a <<lambra>> and for the first two income	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	628	44.9	lambra	doing business in this state with their <<lambra>>	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	629	18.1	lambra	a <<lambra>> the attributable loss shall be determined in	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	629	22.6	lambra	loss shall be apportioned to a <<lambra>> by multiplying the loss from	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	629	28.3	lambra	taxpayer within a <<lambra>> determined in accordance with the	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	629	33.0	lambra	<<lambra>> by multiplying total income from the business	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	629	39.0	lambra	<<lambra>> shall be deemed to remain in existence	ambra|cambra|labra|lamba|lambda|lambro
production-1993-vol4	639	46.0	dirlen	<<dirlen>>	dillen|dirten
production-1993-vol4	686	0.0	allicic	<<allicic>>	allicin|illicit
production-1993-vol4	696	8.3	uncremated	place cremated or <<uncremated>> remains of more than one	uncreated
production-1993-vol4	847	29.9	nonsecure	secure wing or facility shall be considered <<nonsecure>> beds	insecure
production-1993-vol4	849	3.0	bronzan	<<bronzan>> mccorquodale act pursuant to part commencing with	bronzen
production-1993-vol4	853	12.0	calfarm	<<calfarm>> v deukmejian cal d	alarm
production-1993-vol4	922	23.0	beneficiating	<<beneficiating>> processors only for each container sold by	beneficiation
production-1993-vol4	923	3.3	beneficiating	glass containers by <<beneficiating>> processors only during the	beneficiation
production-1993-vol4	923	36.0	beneficiating	<<beneficiating>> processors only are percent more or less	beneficiation
production-1993-vol4	930	13.0	beneficiating	<<beneficiating>> processors only for each container sold by	beneficiation
production-1993-vol4	930	43.1	beneficiating	containers <<beneficiating>> processors only during the calendar year	beneficiation
production-1993-vol4	931	21.5	beneficiating	values paid by processors or <<beneficiating>> processors are percent	beneficiation
production-1993-vol4	962	0.0	orgatuzation	<<orgatuzation>> parmmersiip or corporation	organization
production-1993-vol4	1042	48.0	daoden	<<daoden>>	darden
production-1993-vol4	1089	33.7	nonpersonnel	amendments of p l or from the <<nonpersonnel>>	nonpersonal
production-1993-vol4	1114	47.0	asabn	<<asabn>>	again|asab|asaba|asabe|asain|asan
production-1993-vol4	1119	48.0	yaab	<<yaab>>	aab|baab|faab|haab|naab|raab
production-1993-vol4	1146	21.0	alammeda	<<alammeda>> ecsessessessseessseseeseeresseeesneees	alameda
production-1993-vol4	1146	37.0	lasscm	<<lasscm>> csccsesressescesssscterseseesssersensessesesersenecsessnsserenseess	lassen
production-1993-vol4	1146	43.0	meied	<<meied>> cseeasserseerssorsssnevevevessenssesrcnsensreavevasnensess	meded|meed|meid|meier|memed|mered
production-1993-vol4	1147	6.0	sactameneo	<<sactameneo>> ssescssescssessecserssscscescsessersensseessesssesaseneres	sacramento
production-1993-vol4	1147	18.0	sictya	<<sictya>> cesesssssessessesscssccssersesscssecsecssessessensesseeseensessesenae	sixty
production-1993-vol4	1147	19.0	sisskiyou	<<sisskiyou>> sssessssssesssescseseseseesverseevscavsssessvesenscseassonsers	siskiyou
production-1993-vol4	1147	23.0	sutect	<<sutect>> oo cceessessessescssersersesenessecneesessersesesnessereseesnensens	subject
production-1993-vol4	1147	26.0	tuolumine	<<tuolumine>> ccescesstsesesseeensesessessecesesesseesessersensenereve	tuolumne
production-1993-vol4	1148	48.0	oabten	<<oabten>>	oaten|often
production-1993-vol4	1154	0.0	nonnurse	<<nonnurse>> midwifery services as one means or providing	nonuse
production-1993-vol4	1156	47.1	azorn	d <<azorn>>	aborn|acorn|adorn|akorn|azon|azor
production-1993-vol4	1157	40.0	oxytocics	<<oxytocics>> and rhogam	oxytocic|oxytocins
production-1993-vol4	1157	47.0	abdnd	<<abdnd>>	aband|abend
production-1993-vol4	1178	45.0	abtrn	<<abtrn>>	aborn
production-1993-vol4	1191	47.0	atord	<<atord>>	abord|acord|aford|ator|tord
production-1993-vol4	1201	48.0	atbad	<<atbad>>	abad|abbad
production-1993-vol4	1222	0.3	mstruction	program costs for <<mstruction>> designated instruction and services	struction
production-1993-vol4	1253	47.0	aqdan	<<aqdan>>	adan|aedan|aidan|aldan|andan|aqdas
production-1993-vol4	1254	44.1	noschool	d <<noschool>> district special education local plan area or	nonschool
production-1993-vol4	1256	20.1	noschool	d <<noschool>> district special education local plan area or	nonschool
production-1993-vol4	1309	30.8	payrate	used by the employer to specify the <<payrate>> special	parate
production-1993-vol4	1309	38.1	payrate	b <<payrate>> means the normal monthly rate of pay	parate
production-1993-vol4	1309	41.7	payrate	full time basis during normal working hours <<payrate>> for a member	parate
production-1993-vol4	1310	12.10	payrate	of employment that is in addition to <<payrate>>	parate
production-1993-vol4	1311	29.3	payrate	notwithstanding subdivision b <<payrate>> for state members	parate
