production-1995-vol1	1516	7.5	eeeceee	used for substance abuse programs <<eeeceee>>	eeeeee|eeeeeee
production-1995-vol1	1661	18.0	setuction	<<setuction>> cessceeseereeeeeseeeeseverseese	seduction
production-1995-vol1	1662	4.1	consetuction	ang <<consetuction>> ccccceseseeseeeeee	construction|constuction
production-1995-vol1	1662	24.0	sttuction	<<sttuction>> ceeeeeeeeeerereereessereree	struction
production-1995-vol1	1662	31.0	cyawings	<<cyawings>> eeeseessneeeeeeeeeeeeevens	clawings
production-1995-vol1	1663	24.0	gtawings	<<gtawings>> eseeeesseseereeeeecereeeeees	drawings
production-1995-vol1	1665	0.0	pftovisions	<<pftovisions>>	provisions
production-1995-vol1	1670	16.0	comstiuction	<<comstiuction>> cccceeseeeesereeeeereee	construction
production-1995-vol1	1670	20.0	setuction	<<setuction>> cecceecveeteveereeveseneeeces	seduction
production-1995-vol1	1670	26.0	seyuchion	<<seyuchion>> ecceseeeeeseeecteeeeceseesees	seduction
production-1995-vol1	1670	29.0	setuction	<<setuction>> cesseeeceseneseeseereeceeseeneses	seduction
production-1995-vol1	1670	32.0	comstiuction	<<comstiuction>> ccceeeeeeeeeseeeeseens	construction
production-1995-vol1	1670	35.0	comstfuction	<<comstfuction>> eeceeeeeeeeeerereeee	construction
production-1995-vol1	1671	10.0	consetuction	<<consetuction>> ceeseeeeeeeseeseeeese	construction|constuction
production-1995-vol1	1671	20.0	sewerline	<<sewerline>> water distribution	sewerlike|sewerlines
production-1995-vol1	1671	26.0	setuction	<<setuction>> ceeeeeeeteseteeeeereereeree	seduction
production-1995-vol1	1673	35.0	ctawings	<<ctawings>> sess cececeteeveeceree ne eeeecs	clawings
production-1995-vol1	1674	3.0	ctawings	<<ctawings>> cceseececeneeeeeeceseneereeees	clawings
production-1995-vol1	1675	23.2	ssceee	working drawing <<ssceee>>	scene
production-1995-vol1	1675	27.0	ctawings	<<ctawings>> eeeeeeeeeeeeeeseneeeeeres	clawings
production-1995-vol1	1678	7.0	reappropriations	<<reappropriations>> respectively for organization	reappropriation
production-1995-vol1	1690	28.0	imonl	<<imonl>> ccsececceceeeeeceeserseescnereeeseneres	among|imon|imong
production-1995-vol1	1691	8.0	equipmenle	<<equipmenle>> ceeeeseeeeeeeeeerees	equipment
production-1995-vol1	1694	29.0	setuction	<<setuction>> cceeeeeeereereeereeeerseersseese	seduction
production-1995-vol1	1701	23.6	ssig	under the state student incentive grant <<ssig>>	assig|essig|psig|saig|seig|shig
production-1995-vol1	1705	0.4	othce	f or local assistance <<othce>> of criminal	othe
production-1995-vol1	1722	22.0	setuction	<<setuction>> cccceeecceeeecceeeerereer scenes	seduction
production-1995-vol1	1724	28.6	revolv	payable from the harbors and watercraft <<revolv>>	evolv|resolv|revol|revolt|revolu|revolve
production-1995-vol1	1726	0.0	ftov	<<ftov>> si ns	fov|fto|ftom|ftos|ftv|tov
production-1995-vol1	1727	36.0	memn	<<memn>> eeceeeeeeee ee	demn|emn|lemn|mean|meen|mehn
production-1995-vol1	1735	12.0	agfaits	<<agfaits>> cceccceecceeccusterseceeeceeereesssenscesrceeectensensssens	affairs
production-1995-vol1	1735	15.0	ctams	<<ctams>> ecccceeeceereetereerersetessereeerseee	cams|chams|clams|crams|ctas|ctms
production-1995-vol1	1735	18.0	ctads	<<ctads>> cccecceeceecceetecneceeceecceceeener	cads|chads|clads|ctas|ctds|octads
production-1995-vol1	1736	8.0	fottia	<<fottia>> eceeeseeeeeeeeeeseeereesrststseessteeseteeseresssesseseserss	fotia
production-1995-vol1	1736	11.0	ctans	<<ctans>> eeeceseeecseereereeeceeeeeeesseesesees	cans|chans|clans|coans|crans|ctas
production-1995-vol1	1743	34.0	oxoy	<<oxoy>> ohn x	ohoy|oxboy|oxo|oxon|oxy
production-1995-vol1	1769	26.4	sliag	ization impact assistance grant <<sliag>> funds any such funds al	slag|slig|sling
production-1995-vol1	1770	5.0	sliag	<<sliag>> funds to be apportioned only in compliance	slag|slig|sling
production-1995-vol1	1776	0.0	uoon	<<uoon>> vode	boon|coon|doon|foon|goon|hoon
production-1995-vol1	1776	0.1	vode	uoon <<vode>>	bode|code|dode|fode|gode|hode
production-1995-vol1	1784	15.0	sotmale	<<sotmale>> eessseeeeeesevecccececceeeennensessneeeseseeeeseseetesseeena	stale
production-1995-vol1	1784	20.0	initlo	<<initlo>> oo eeesececceeeeeccceenenerecceenaneeveseesesnereecessanererses	initio|into
production-1995-vol1	1785	5.5	csesse	uniform state laws commission on <<csesse>>	chesse
production-1995-vol1	1789	33.1	nonsecure	temporary <<nonsecure>> custody within the facility the peace officer	insecure
production-1995-vol1	1794	0.0	repedied	<<repedied>>	remedied
production-1995-vol1	1799	5.2	sobky	case of <<sobky>> v smoley f supp e d cal	obey|soaky|sobby|sobey|socky|sooky
production-1995-vol1	1806	0.2	imalv	to an <<imalv>> idual plan	imal|small
production-1995-vol1	1817	0.1	stactlon	v <<stactlon>>	station
production-1995-vol1	1842	39.0	allrights	<<allrights>> and responsibilities prescribed by sections to	allright
production-1995-vol1	1895	0.3	ntiai	essential of nonuse <<ntiai>>	nitai|ntia|ntini|thai
production-1995-vol1	1905	25.1	exceptas	a <<exceptas>> provided in paragraph the revenue limit for	excepts
production-1995-vol1	1932	24.0	lasscn	<<lasscn>> oe cece er eee nen eae	lassen|lasson
production-1995-vol1	1932	37.4	eeaes	placer cece cece ene <<eeaes>>	eeas|eeles
production-1995-vol1	1933	21.0	vemuta	<<vemuta>> oo eet ee ee ene eens	veduta
production-1995-vol1	1952	6.6	ereees	voluntary desegregation cece cere reer ee <<ereees>>	trees
production-1995-vol1	1963	12.7	neeenes	colusa cece cece cee ete e eee <<neeenes>>	needles
production-1995-vol1	2072	22.1	onand	b <<onand>> after january the materials have passed at	anand|inand|nand|oland|omand|onan
production-1995-vol1	2072	28.1	onand	e <<onand>> after january the materials have passed at	anand|inand|nand|oland|omand|onan
production-1995-vol1	2078	6.4	coowner	e transfers from one <<coowner>> to one or more other owners	cooner|crowner
production-1995-vol1	2100	0.0	applylilg	<<applylilg>>	applying
production-1995-vol1	2103	0.0	vonstitutnion	<<vonstitutnion>>	constitution
production-1995-vol1	2111	0.0	mterested	<<mterested>> tere	interested
production-1995-vol1	2115	1.0	allstock	<<allstock>> of any dangerous drug or device of	ballstock
production-1995-vol1	2135	34.0	nonexclusively	<<nonexclusively>> or a person who by his or	nonexclusive
production-1995-vol1	2149	43.1	coowner	nonspouse <<coowner>> claimant or lienholder and the interests liens	cooner|crowner
production-1995-vol1	2169	14.0	allshark	<<allshark>> or swordfish gill nets possessed by the	allspark
production-1995-vol1	2190	34.0	cobey	<<cobey>> work furlough law section is authorized for	cobby|cobe|coben|cober|cobley|coby
production-1995-vol1	2192	14.6	nonsecure	work furlough facility or any other <<nonsecure>> facility used primarily	insecure
production-1995-vol1	2194	0.6	nrearm	any person who personally uses a <<nrearm>> in the commission or	prearm|rearm
production-1998-vol3	30	19.0	lampara	<<lampara>> or round haul type net the mesh	lampard
production-1998-vol3	71	15.8	pcsp	funding of the personal care services program <<pcsp>>	ccsp|cpsp|csp|icsp|ocsp|pcap
production-1998-vol3	219	21.0	registerable	<<registerable>> sex offense and the number of these	registrable
production-1998-vol3	243	11.0	wacog	<<wacog>> exclusive of any california sourced franchise fee	acog|waco|wacol|wacom|wagon
production-1998-vol3	252	35.7	coowner	available to a claimant who is the <<coowner>> of original property as a	cooner|crowner
production-1998-vol3	252	39.8	coowner	by all of the owners and each <<coowner>> retains an	cooner|crowner
production-1998-vol3	252	45.2	coowner	than one <<coowner>> would otherwise be an eligible claimant only	cooner|crowner
production-1998-vol3	252	46.0	coowner	<<coowner>> shall be eligible under this section these	cooner|crowner
production-1998-vol3	253	4.7	coowner	original property as community property only the <<coowner>> who has	cooner|crowner
production-1998-vol3	254	36.0	xiila	<<xiila>> of the california constitution and subdivision f	xila
production-1998-vol3	260	16.2	eect	san bernardino <<eect>>	bect|cect|dect|ect|eec|eech
production-1998-vol3	260	26.0	sictta	<<sictta>> eee ee eee e eee	sitta
production-1998-vol3	323	30.0	nonexclusively	<<nonexclusively>> or a person who by his or	nonexclusive
production-1998-vol3	348	28.1	mlup	plan <<mlup>> authorized in the budget act of including	blup|lup|mlp|mlsp|mlu|moup
production-1998-vol3	348	30.3	mlup	consistent with the <<mlup>> not later than august if feasible	blup|lup|mlp|mlsp|mlu|moup
production-1998-vol3	348	33.12	mlup	or all aspects of completion of the <<mlup>> as it	blup|lup|mlp|mlsp|mlu|moup
production-1998-vol3	368	47.4	discharsee	connection with the settlement <<discharsee>> or defense of claims	dischargee
production-1998-vol3	377	47.0	reojstration	<<reojstration>>	registration
production-1998-vol3	410	38.10	recordholders	included in addition to the number of <<recordholders>>	recordholder
production-1998-vol3	438	0.10	breakwall	may be within feet of any pier <<breakwall>>	breakwell
production-1998-vol3	481	36.9	coownership	and any person designated by the member <<coownership>>	ownership
production-1998-vol3	481	41.2	coowner	solely as <<coowner>> of shares with a member and any	cooner|crowner
production-1998-vol3	559	13.1	lazzaretto	charles <<lazzaretto>> peace officer widows and widowers protection	lazaretto
production-1998-vol3	579	40.6	zinzania	produced for seed or wild rice <<zinzania>> aquatica zinzania	zizania
production-1998-vol3	579	40.8	zinzania	for seed or wild rice zinzania aquatica <<zinzania>>	zizania
production-1998-vol3	615	28.7	topstock	and grapevines including seeds seedlings rootstocks and <<topstock>>	nonstock|tipstock
production-1998-vol3	639	47.10	navable	later time a portion of all fees <<navable>> to the department	lavable|namable|navale|savable|wavable
production-1998-vol3	676	19.0	microfiched	<<microfiched>> imaged or otherwise preserved on a medium	microfiche|microfiches
production-1998-vol3	676	28.0	microfiched	<<microfiched>> imaged or otherwise preserved on a medium	microfiche|microfiches
production-1998-vol3	735	0.10	supervisees	a group of no more than eight <<supervisees>> at	supervises
production-1998-vol3	740	33.5	microfiched	appeal applications have been microfilmed <<microfiched>> imaged or	microfiche|microfiches
production-1998-vol3	812	46.0	breakrooms	<<breakrooms>> designated by employers for smoking provided	breakroom
production-1998-vol3	813	16.5	breakrooms	d there are sufficient nonsmoking <<breakrooms>> to	breakroom
production-1998-vol3	814	0.6	breakrooms	accommodation to smokers or to provide <<breakrooms>> for smokers or	breakroom
production-1998-vol3	843	21.12	cardlock	of a bulk plant that is a <<cardlock>>	cadlock|carlock
production-1998-vol3	889	16.5	mmca	area identified as owl creek <<mmca>> in the draft habitat	amca|dmca|imca|maca|mbca|mca
production-1998-vol3	895	28.0	photostating	<<photostating>> photographing and every other means of recording	photostatic|photostatting
production-1998-vol3	948	0.1	cslb	call <<cslb>> for more information	clb|colb|csb|csfb|csl|csla
production-1998-vol3	979	7.3	offerees	the number of <<offerees>> shall not be considered for the	offeree
production-1998-vol3	993	34.0	nontrust	<<nontrust>> accounts under the control of the broker	contrast
production-1998-vol3	993	38.6	nontrust	b the authority to audit these <<nontrust>> accounts shall be limited	contrast
production-1998-vol3	1045	43.0	reojstration	<<reojstration>>	registration
production-1998-vol3	1051	0.0	multiphed	<<multiphed>> by the inflation factor adjustment as specified	multiped
production-1998-vol3	1199	5.1	payrate	b <<payrate>> means the normal monthly rate of pay	parate
production-1998-vol3	1199	8.7	payrate	full time basis during normal working hours <<payrate>> for a member	parate
production-1998-vol3	1199	26.10	payrate	of employment that is in addition to <<payrate>> if an	parate
production-1998-vol3	1199	30.2	payrate	addition to <<payrate>> subject to the limitations of paragraph of	parate
production-1998-vol3	1201	2.3	payrate	notwithstanding subdivision b <<payrate>> for state members	parate
production-1998-vol3	1201	8.1	payrate	absence <<payrate>> for state members shall include	parate
production-1998-vol3	1201	31.0	payrate	<<payrate>>	parate
production-1998-vol3	1202	0.1	payrate	neither <<payrate>> nor special compensation for state	parate
production-1998-vol3	1202	44.0	payrate	<<payrate>> or special compensation	parate
production-1998-vol3	1203	7.8	payrate	may exclude from the definition of either <<payrate>> or	parate
production-1998-vol3	1203	12.5	payrate	by memorandum of understanding as <<payrate>> or special	parate
production-1998-vol3	1274	9.1	enforceably	would <<enforceably>> restrict the same property for an initial	enforceable
production-1998-vol3	1274	25.6	enforceably	the new contract or contracts would <<enforceably>> restrict the	enforceable
production-1998-vol3	1281	0.0	oquale	<<oquale>>	equal|quale|squale
production-1998-vol3	1326	5.11	nonsecure	if the minor is held in temporary <<nonsecure>>	insecure
production-1998-vol3	1357	3.3	ascld	laboratory accreditation board <<ascld>> lab and any crime	ascd|ascl|sold
production-1998-vol3	1357	15.0	ascld	<<ascld>> lab or any crime laboratory designated by	ascd|ascl|sold
production-1998-vol3	1498	47.10	navable	later time a portion of all fees <<navable>> to the department	lavable|namable|navale|savable|wavable
production-1998-vol3	1574	4.7	navahoe	office by the california highway patrol at <<navahoe>> road at highway	navaho|navahoes|navahos
production-1998-vol3	1624	5.4	nonduplicative	formats for a statewide <<nonduplicative>> client based information	nonduplication
production-1998-vol3	1663	47.2	eroun	or rescue <<eroun>> shall be at least as restrictive as	aroun|broun|ergun|eron|groun|roun
production-1998-vol3	1691	37.1	preseizure	the <<preseizure>> hearing shall be conducted within hours	reseizure
production-1998-vol3	1692	0.2	preseizure	to a <<preseizure>> hearing or right to challenge his or	reseizure
production-1998-vol3	1700	32.7	noninmate	assault by a life prisoner on a <<noninmate>>	nominate
production-1998-vol3	1702	47.7	noninmate	assault bv a life prisoner on a <<noninmate>>	nominate
production-1998-vol3	1723	47.3	underlvine	date of the <<underlvine>> violation and in a manner satisfactory to	underline
production-1998-vol3	1753	7.7	busline	an airport employees of a railroad or <<busline>> an employee of a	busine|buslines|bustline
production-1998-vol3	1772	1.0	cpost	<<cpost>> meeting so as to become a part	bpost|coost|cost|cpos|cpst|jpost
production-1998-vol4	66	37.1	officerships	directorships <<officerships>> and trusteeships of business and	officership
production-1998-vol4	129	36.9	nonbid	under this article may be on a <<nonbid>> basis and shall	forbid|nonaid
production-1998-vol4	130	26.6	nonbid	this article may be on a <<nonbid>> basis and shall be exempt from the	forbid|nonaid
production-1998-vol4	133	29.9	nonbid	under this article shall be on a <<nonbid>> basis and shall	forbid|nonaid
production-1998-vol4	136	37.8	nonbid	under this chapter may be on a <<nonbid>> basis and	forbid|nonaid
production-1998-vol4	221	0.0	pupus	<<pupus>> pursuant to this section unless there s	lupus|pupas|pups|pupu|pupusa|purpus
production-1998-vol4	257	18.3	kilowatthours	retain any excess <<kilowatthours>> generated during the prior month	kilowatthour
production-1998-vol4	257	20.4	kilowatthours	compensation for those excess <<kilowatthours>> unless the electric	kilowatthour
production-1998-vol4	257	22.5	kilowatthours	customer generator for those excess <<kilowatthours>>	kilowatthour
production-1998-vol4	311	40.1	lescal	costly <<lescal>> complications	mescal
production-1998-vol4	342	47.3	nunil	the school s <<nunil>> pnonulation	nuni|sunil|unil
production-1998-vol4	342	47.4	pnonulation	the school s nunil <<pnonulation>>	population
production-1998-vol4	353	47.0	cambline	<<cambline>> establishment will be economically viable and that	cameline
production-1998-vol4	409	37.0	sictta	<<sictta>> eee ete tee eens	sitta
production-1998-vol4	409	38.0	siskivou	<<siskivou>> oc ccc ee eee eee	siskiyou
production-1998-vol4	414	25.9	daylor	located in lots and of the lower <<daylor>>	aylor|baylor|caylor|daylon|faylor|gaylor
production-1998-vol4	419	0.1	enplanement	h <<enplanement>> means the boarding of an aircraft by	enplanements
production-1998-vol4	483	0.0	commbmed	<<commbmed>>	commuted
production-1998-vol4	551	23.2	licenseholders	of all <<licenseholders>> and such additional personal data as the	licenseholder
production-1998-vol4	584	27.0	rerefined	<<rerefined>> automotive lubricants including but not limited to	redefined
production-1998-vol4	584	28.0	rerefined	<<rerefined>> motor oil crankcase oil engine oil transmission	redefined
production-1998-vol4	585	12.0	rerefined	<<rerefined>> motor oil means having a base oil	redefined
production-1998-vol4	585	13.5	rerefined	consisting of at least percent <<rerefined>> oil	redefined
production-1998-vol4	585	47.0	aoencyv	<<aoencyv>> cijpa forum and the state board of	agency
production-1998-vol4	585	47.1	cijpa	aoencyv <<cijpa>> forum and the state board of equalization	cipa|cispa
production-1998-vol4	794	14.5	preassistance	same order of distribution for <<preassistance>> and post assistance child	reassistance
production-1998-vol4	794	34.4	preassistance	order of distribution for <<preassistance>> and post assistance child	reassistance
production-1998-vol4	856	47.4	nisto	with his or her <<nisto>> l revolver or other firearm capable of	bisto|disto|fisto|histo|isto|listo
production-1998-vol4	936	4.0	countyof	<<countyof>>	county
production-1998-vol4	958	26.8	birbrower	legislature to respond to the holding in <<birbrower>> v superior	borrower
production-1998-vol4	1063	0.5	mcorporates	sec section of this bill <<mcorporates>> amendments to	corporates
production-1998-vol4	1066	10.0	registerable	<<registerable>> sex offense and the number of these	registrable
production-1998-vol4	1078	17.0	registerable	<<registerable>> sex offense and the number of these	registrable
production-1998-vol4	1097	34.3	vcin	crime information network <<vcin>>	acin|cin|icin|vain|vci|vcn
production-1998-vol4	1099	33.0	registerable	<<registerable>> sex offense and the number of these	registrable
production-1998-vol4	1109	40.3	vcin	crime information network <<vcin>>	acin|cin|icin|vain|vci|vcn
production-1998-vol4	1111	39.0	registerable	<<registerable>> sex offense and the number of these	registrable
production-1998-vol4	1122	39.3	vcin	crime information network <<vcin>>	acin|cin|icin|vain|vci|vcn
production-1998-vol4	1124	38.0	registerable	<<registerable>> sex offense and the number of these	registrable
production-1998-vol4	1135	43.3	vcin	crime information network <<vcin>>	acin|cin|icin|vain|vci|vcn
production-1998-vol4	1137	43.0	registerable	<<registerable>> sex offense and the number of these	registrable
production-1998-vol4	1148	46.3	vcin	crime information network <<vcin>>	acin|cin|icin|vain|vci|vcn
production-1998-vol4	1150	46.0	registerable	<<registerable>> sex offense and the number of these	registrable
production-1998-vol4	1177	12.0	registerable	<<registerable>> sex offense and the number of these	registrable
production-1998-vol4	1187	17.3	vcin	crime information network <<vcin>>	acin|cin|icin|vain|vci|vcn
production-1998-vol4	1189	17.0	registerable	<<registerable>> sex offense and the number of these	registrable
production-1998-vol4	1200	16.3	vcin	crime information network <<vcin>>	acin|cin|icin|vain|vci|vcn
production-1998-vol4	1202	15.0	registerable	<<registerable>> sex offense and the number of these	registrable
production-1998-vol4	1213	13.3	vcin	crime information network <<vcin>>	acin|cin|icin|vain|vci|vcn
production-1998-vol4	1215	12.0	registerable	<<registerable>> sex offense and the number of these	registrable
production-1998-vol4	1226	10.3	vcin	crime information network <<vcin>>	acin|cin|icin|vain|vci|vcn
production-1998-vol4	1228	10.0	registerable	<<registerable>> sex offense and the number of these	registrable
production-1998-vol4	1280	47.10	anneared	anv defendant so served who has not <<anneared>> in	annealed|unneared
production-1998-vol4	1410	44.5	milias	collective bargaining under the meyers <<milias>> brown act or	ilias|lilias|milas|milia|milian|milis
production-1998-vol4	1490	28.8	relitigated	of the search or seizure shall be <<relitigated>> de novo on the	relitigate
production-1998-vol4	1490	32.2	relitigation	not request <<relitigation>> of the motion at a special hearing	prelitigation
production-1998-vol4	1493	4.1	relitigation	hearing <<relitigation>> of the motion shall be heard by	prelitigation
production-1998-vol4	1563	38.3	tvne	least noint boldface <<tvne>>	tane|tene|tine|tne|tone|tune
production-1998-vol4	1669	47.9	navable	amount equal to the sum due and <<navable>> to the clerk has	lavable|namable|navale|savable|wavable
production-1998-vol4	1679	22.5	aishman	and people v superior court <<aishman>> cal th	ashman|dishman|fishman|lishman|tishman|wishman
production-1998-vol4	1680	36.5	aishman	and people v superior court <<aishman>> cal th	ashman|dishman|fishman|lishman|tishman|wishman
production-1998-vol4	1723	15.5	aishman	and people v superior court <<aishman>> cal th	ashman|dishman|fishman|lishman|tishman|wishman
production-1998-vol4	1730	31.7	noninmate	assault by a life prisoner on a <<noninmate>> assault with a deadly	nominate
production-1998-vol4	1732	29.7	noninmate	assault by a life prisoner on a <<noninmate>>	nominate
production-1998-vol5	6	16.3	nonprint	limited to print <<nonprint>> materials and microformats network	nonpoint
production-1998-vol5	7	0.2	mstitutionalized	isolated illiterate <<mstitutionalized>> non english speaking and young	institutionalized
production-1998-vol5	26	0.0	ftovisions	<<ftovisions>>	provisions
production-1998-vol5	83	38.0	nontank	<<nontank>> vessel means a vessel other than a	nonbank|nontan
production-1998-vol5	83	41.7	nontank	of the jareest fuel tank on the <<nontank>> vessel	nonbank|nontan
production-1998-vol5	84	1.2	nontank	a covered <<nontank>> vessel owner or operator that at a	nonbank|nontan
production-1998-vol5	84	4.3	nontank	implement the covered <<nontank>> vessel s contingency plan	nonbank|nontan
production-1998-vol5	84	10.0	nontank	<<nontank>> vessel of gross registered tons or greater	nonbank|nontan
production-1998-vol5	86	14.0	nontank	<<nontank>> vessel to defend indemnify and hold harmless	nonbank|nontan
production-1998-vol5	87	6.2	nontank	b the <<nontank>> vessel has entered state waters after the	nonbank|nontan
production-1998-vol5	87	15.0	nontank	<<nontank>> vessel is in knowing and intentional violation	nonbank|nontan
production-1998-vol5	87	23.2	nontank	b the <<nontank>> vessel has entered state waters after the	nonbank|nontan
production-1998-vol5	156	47.0	iapng	<<iapng>>	gang|iang
production-1998-vol5	193	47.3	navable	benefit shall be <<navable>>	lavable|namable|navale|savable|wavable
production-1998-vol5	239	0.5	caityy	employee assigned to work muse <<caityy>> clner a temporary	caity|city
production-1998-vol5	239	0.6	clner	employee assigned to work muse caityy <<clner>> a temporary	caner|ciner|cleer|cler|cloner|clyer
production-1998-vol5	262	32.8	plotholders	funds will be hazardous to its members <<plotholders>> or to the	potholders
production-1998-vol5	329	23.6	icnv	staff attorney planning and research sc <<icnv>>	cnv|icn|icna|ictv|icv|inv
production-1998-vol5	347	2.2	lamc	court administrator <<lamc>> management appraisal and	aamc|amc|kamc|lac|lacc|lacm
production-1998-vol5	347	5.0	lamc	<<lamc>> ncs performance plan	aamc|amc|kamc|lac|lacc|lacm
production-1998-vol5	347	8.1	lamc	service <<lamc>> ncs	aamc|amc|kamc|lac|lacc|lacm
production-1998-vol5	347	10.1	lamc	operations <<lamc>> ncs performance plan	aamc|amc|kamc|lac|lacc|lacm
production-1998-vol5	347	12.0	lamc	<<lamc>>	aamc|amc|kamc|lac|lacc|lacm
production-1998-vol5	347	14.1	lamc	ncs <<lamc>>	aamc|amc|kamc|lac|lacc|lacm
production-1998-vol5	347	22.1	lamc	ncs <<lamc>> salary adjustment only	aamc|amc|kamc|lac|lacc|lacm
production-1998-vol5	347	28.2	lamc	manager ncs <<lamc>>	aamc|amc|kamc|lac|lacc|lacm
production-1998-vol5	348	3.2	lamc	operations ncs <<lamc>>	aamc|amc|kamc|lac|lacc|lacm
production-1998-vol5	351	37.0	lamc	<<lamc>>	aamc|amc|kamc|lac|lacc|lacm
production-1998-vol5	359	16.5	lamc	assistant capital projects manager ncs <<lamc>> f	aamc|amc|kamc|lac|lacc|lacm
production-1998-vol5	359	21.3	lamc	assistant court administrator <<lamc>> ncs n r	aamc|amc|kamc|lac|lacc|lacm
production-1998-vol5	359	36.5	lamc	assistant division chief operations ncs <<lamc>> f	aamc|amc|kamc|lac|lacc|lacm
production-1998-vol5	361	9.2	lamc	financial services <<lamc>> ncs n r	aamc|amc|kamc|lac|lacc|lacm
production-1998-vol5	361	11.0	lamc	<<lamc>> ncs n r	aamc|amc|kamc|lac|lacc|lacm
production-1998-vol5	361	27.3	lamc	division chief operations <<lamc>> c	aamc|amc|kamc|lac|lacc|lacm
production-1998-vol5	361	28.3	lamc	division chief operations <<lamc>> ncs c	aamc|amc|kamc|lac|lacc|lacm
