vol	order	raw	ocr	source_page	img_5090	reason	title
production-1889	211	CCLXY	260	469	N	fill_disagrees(ocr=260,fill=264)	An Act to amend an Act entitled “An Act to protect and promote
production-1893	31	XXXITII	34	104	N	fill_disagrees(ocr=34,fill=32)	An Act appropriating the sum of three thousand five hundred
production-1897	22	XXY	20	77	N	fill_disagrees(ocr=20,fill=24)	An Act concerning bridges across navigable streams.
production-1903	38	XLIY	41	117	N	fill_disagrees(ocr=41,fill=44)	An act to amend section thirteen hundred and sixty-six of the
production-1903	149	CLXXITI	173	261	N	restart_or_decrease(220->176)	An act amending section 1874 of the Political Code, providing
production-1903	150	CLXXY	170	266	N	restart_or_decrease(220->176)	An act appropriating money for the purchase of bedding, furni-
production-1903	235	CCLXXY	270	468	N	fill_disagrees(ocr=270,fill=275)	An act to prevent injury to oil or petroleum bearing strata or
production-1903	248	CCXCITI	293	489	N	restart_or_decrease(340->294)	An act to provide for the completion of the modern hospital
production-1903	280	CCCXXXIY	331	519	N	fill_disagrees(ocr=331,fill=332)	An act making an appropriation to pay a judgment for the swm
production-1903	305	CCCLXVIi	367	585	N	restart_or_decrease(405->369)	. An act making an appropriation of $6,000, for improving and
production-1910-11	27	d4	500	121	N	fill_disagrees(ocr=500,fill=53)	An act to amend section two and section fourteen of an act
production-1910-11	29	9d7	500	125	N	fill_disagrees(ocr=500,fill=56)	An act to amend section one (1) of an act entitled, ‘‘An act
production-1910-11	267	d1d	999	1104	N	fill_disagrees(ocr=999,fill=513)	An act to provide a heating furnace for the state pathological
production-1943-vol1-chapters	712	i019	2	2851	N	fill_disagrees(ocr=2,fill=1018)	Stats 1943, An act to amend Section 8202 of the Government Code, relat-
production-1951-vol1-chapters	453	611i	3	1653	N	fill_disagrees(ocr=3,fill=611)	An act to amend Section 803.5 of the Agricultural Code, relating
production-1955-vol1-55chapters	791	10387	10387	1562	N	fill_disagrees(ocr=10387,fill=1036)	An act fo repeal Sections 701, 702, and 705 of the Insurance
production-1959-vol2-chapters	273	13842	13842	594	N	fill_disagrees(ocr=13842,fill=1341)	An act to amend Section 21454 of the Vehicle Code as enacted
production-1959-vol2-chapters	299	13874	13874	630	N	fill_disagrees(ocr=13874,fill=1370)	An act to amend Section 25465 of the Government Code, relat-
production-1959-vol2-chapters	353	14386	14386	688	N	fill_disagrees(ocr=14386,fill=1435)	An act to amend Sections 21166 and 22840 of the Water Code,
production-1967-vol2	741	13838	13838	1315	N	restart_or_decrease(1387->1339)	An act to amend Sections 7666, 7669, 7670, 7725, 7725.2, 7725.3,
production-1967-vol2	777	13878	13878	1374	N	restart_or_decrease(1877->1379)	An act to amend Sections 26401, 26402, 26404, 26452, and
production-1967-vol2	781	13838	13838	1387	N	fill_disagrees(ocr=13838,fill=1382)	An act to amend Section 31831.1 of the Government Code,
production-1967-vol2	897	J517	2	1755	N	fill_disagrees(ocr=2,fill=1516)	An act to amend Section 266 of the Revenue and Tazation
production-1967-vol2	912	10383	10383	1788	N	fill_disagrees(ocr=10383,fill=1533)	An act to amend Sections 11553 and 12500 of, and to add Sec-
production-1982-vol3	72	d	500	189	N	fill_disagrees(ocr=500,fill=830)	AN act relating to public programs.
